,name,category,note,author,url,downloads,votes,comments
492,药品说明书大全,生活,快速搜索、查看、收藏、分享药品说明书。,某某某的某某某,https://www.icloud.com/shortcuts/2f6c0febc55140b4819dfea410f85ff4,821,9,0
493,Instant Jailbreaker,工具,一键安装越狱（iOS 12.4 及以下）,Antcuts 蚂蚁捷径,https://www.icloud.com/shortcuts/2e407a9bfc5d46af8c159e92cab04ab9,854,9,4
494,SquareBaby: 照片正方形留白,工具,方块小子的弟弟方块宝宝：一键将照片转换为正方形，并添加白色背景；朋友圈、微博、小红书发图利器,Alen,https://www.icloud.com/shortcuts/9e867798f1894a53abfb4e49580a3370,438,9,1
495,二维码生成,工具,可以便捷的生成一张二维码！,派小星,https://www.icloud.com/shortcuts/afe4551d632e45f4a074b153e9f52e12,1065,9,14
496,闪念胶囊 （语音 文字 图片 剪贴板 ）,效率,闪念胶囊 完整版,某某某的某某某,https://www.icloud.com/shortcuts/f48242d2c204427f95612fddab46e9ae,979,9,0
497,一键获取Urlscheme,工具,利用捷径社区收集的信息，一键获取指定APP的Urlscheme,北门清燕,https://www.icloud.com/shortcuts/dda5a7f13675424f83c878f14f876f98,462,9,9
498,「早安｜简」,生活,「早安｜晚安」Mini版，功能简约，运行稳定 [支持农历时间],小悟空,https://www.icloud.com/shortcuts/1645ec6fe5a7461f84687ccc1a648240,2469,9,20
499,时间戳相机v1.3,工具,拍照后直接生成带时间戳的照片,小建,https://www.icloud.com/shortcuts/bc6b1c4c7e7b45bca6673d0d9dff381a,2192,9,15
500,网易云热评,阅读,还是那个网易云故事，但换了一种更好的方式呈现给你,小悟空,https://www.icloud.com/shortcuts/de625c0977c2496aa2336591788dbc13,1667,9,8
501,不可描述,娱乐,只可意会 不可言传。。。其实没啥 就一壁纸,Nicolas-kings,https://www.icloud.com/shortcuts/44ca4339b37b444a8a0572478af918b1,1973,9,7
502,翡翠台与明珠台直播-菜单版,生活,这个是翡翠台与明珠台的电视直播,꧁IT Man꧂,https://www.icloud.com/shortcuts/7840c8632a2746d08cfe63dc4750a335,1087,9,4
503,微调音量,效率,每次只修改一点点的音量,PJ,https://www.icloud.com/shortcuts/25339c8535504ee79a5f22cb67cff199,429,9,1
504,微信回复神器1.3,工具,社交应用回复信息最佳解决方案,枫叶1003,https://www.icloud.com/shortcuts/8b0640fbc9234c348ecf0b467f5a83b6,1206,9,7
505,捷径社区注册时间,工具,查询你的注册时间，比比谁注册时间长 评论见。,花小醉,https://www.icloud.com/shortcuts/a266bccfa7ad458ab5ff3b7ad6ebc754,96,9,7
506,天气24小时,工具,以最美的方式，为你呈现24小时天气情况,小悟空,https://www.icloud.com/shortcuts/f2e6c9daa0894675ba215efaf621cbc5,1286,9,1
507,图片生成PDF,工具,可将多张图片生成一个PDF文件，增强浏览体验,小悟空,https://www.icloud.com/shortcuts/5b94dd4de31143ada0910a563beb384e,1213,9,3
508,万方文献,阅读,万方文献镜像版，免费查找下载和预览文献,mappo,https://www.icloud.com/shortcuts/576983ffb685449c887671b7f395f654,763,9,2
509,艺术字,工具,生成艺术字，内置数百种字体并支持自定义颜色，还可以生成词云、百词图等,Kim,https://www.icloud.com/shortcuts/59cd06fea17d4b9d8d22fe0e22a97df5,864,9,1
510,纯色壁纸生成器,娱乐,通过这个快捷指令，可帮你随机生成一张纯色壁纸,小悟空,https://www.icloud.com/shortcuts/c0e425339e5841298f66a24c970b9f26,1016,9,4
511,百度导航 高效率版,效率,极致精简全自动语音百度导航 自动播放网易私人FM，优化后台顺序方便切歌，为您开车安全负责！,SHUTDOWN,https://www.icloud.com/shortcuts/01a5808d050a46e696e40b8eec980d02,631,9,8
512,生成App更新降价RSS订阅链接,效率,利用 RSSHub 服务生成 App 的更新 / 价格 / 内购价格 RSS 订阅链接,凃墨子,https://www.icloud.com/shortcuts/700e6393b5dd4a129edc4d464221240a,364,9,2
513,影讯助手,娱乐,查看「正在热映 / 即将上映 / 特定」影片的相关信息及国内外媒体评分，包括在映影片的票房和彩蛋提醒,24Says,https://www.icloud.com/shortcuts/5e2b914eaf89493582d72fb3514345e0,3680,9,10
514,漫威时间宝石,娱乐,点击一下，奇异博士即将带你穿越未来 一 回到过去 (*注：会删除所有闹钟),独孤少侠,https://www.icloud.com/shortcuts/153b413507e540f1ae43709c039e7510,360,9,10
515,人工智障,娱乐,给人工智障看一张照片，他会告诉你他觉得照片上是什么,黑悟空,https://www.icloud.com/shortcuts/371793f4254d4e2fb35b2d5eba19e5f7,601,9,1
516,主内电视,娱乐,主内电视台：好消息Goodtv、CBN、创世电视、CGNTV、TBN 等电视台，不断更新增加中！,董钦,https://www.icloud.com/shortcuts/273dde9487714d08bacbf43d056932e2,2052,9,6
517,下载 IMDb 图片,工具,👀,Alen,https://www.icloud.com/shortcuts/0124ea6f540c4be59cf217242e4fdc22,134,9,3
518,Apple Music歌词,音乐,快捷查看 Apple Music 当前播放歌曲歌词，解决Apple Music上看歌词麻烦的问题。,chao_H_L,https://www.icloud.com/shortcuts/215b9bf34af3430fb8eab9fb372d484a,1903,9,0
519,拼长图,工具,拼长图，将图片调整为相同宽度，并拼接，支持调整图片顺序，宽度，去除顶部状态栏的操作,Veritas,https://www.icloud.com/shortcuts/9b2f4be113f84fd0aa9eac40320f4d3f,1929,9,0
520,去除空行,效率,可以快速删除文章中大段的空白行。适用于一些从网上直接复制的文章。方便于重新排版和阅读。,iGeniusMac,https://www.icloud.com/shortcuts/9b555a0a2d9444e7a2ea8eb78948d158,283,9,0
521,PDF转图片,效率,能将PDF文档分成单页图片，并打包分享,小悟空,https://www.icloud.com/shortcuts/fcbe4293edb342cb9ab1a1dcd9ab39ab,1482,9,0
522,Instagram 下载器,娱乐,下载Instagram 图片和视频,186****1875,https://www.icloud.com/shortcuts/d3fef7df129642b0ae36699479d6f5d0,1270,8,3
523,AR 体验苹果发布会新品,娱乐,用增强现实看看今天苹果发布会的新品。,不郑,https://www.icloud.com/shortcuts/ff2f64dc15b14eab8553d5fd0bd17e45,1043,8,4
524,Instagram分享下载 IOS13,工具,IOS13 Instagram图片视频下载工具,LagunAPaTa,https://www.icloud.com/shortcuts/9e5de9d6ffd647bbb9f26ee90bfa2c51,4484,8,18
525,iOS13推出时间表,工具,快速查看iOS13各个测试版推出时间 「基于iOS13 beta3制作」,小悟空,https://www.icloud.com/shortcuts/3f8e39267fb84400acb491b3dccf578b,6441,8,25
526,微信公众号-总榜查询,阅读,查看微信文章总榜,paula&&jam,https://www.icloud.com/shortcuts/fbce1f8b06d449f38f2742d723362f48,577,8,0
527,任意浏览器在alook打开ios13,效率,任何浏览器都可以直接跳转到Alook中打开,变量,https://www.icloud.com/shortcuts/4dfab8d9f2454679a7c865421388afd9,519,8,4
528,分享当前网页为二维码,效率,将网页链接转换为二维码，直接扫码分享。,LAN,https://www.icloud.com/shortcuts/03b639a9e7314923ba37394d277c85b8,344,8,0
529,震动,娱乐,让手机一直振动~~~,雨霖铃682,https://www.icloud.com/shortcuts/c90cda97ae4b46429bec81b9ba353368,1263,8,2
530,小工具（beta版）,工具,聚合捷径,飞翔,https://www.icloud.com/shortcuts/a68551bda4a84b46b5cb5b379f81edcd,505,8,3
531,iOS12 修改小圆圈信号,工具,iOS12改信号图标,@Geek-小白,https://www.icloud.com/shortcuts/0e57f13c900f4cabab8141696a171240,5551,8,3
532,批量清理手机截图,效率,显示所有手机截图，能够快速多选清理手机截图,Norman,https://www.icloud.com/shortcuts/9da87938705d4b2b88dba8f30e0ee0e5,1178,8,4
533,资金流动,工具,她可以帮助你看到资金流动！,爱你不止3000,https://www.icloud.com/shortcuts/5e893355eb374663be650cc42acf0172,943,8,10
534,中国黄页,生活,全网第一个支持搜索和云端更新的号码簿捷径，号码可直接拨打和导入到通讯录，无需shu支持。,Kim,https://www.icloud.com/shortcuts/ab6655b8a21e4ff79020806dcde80793,651,8,4
535,数学计算器,工具,数学计算器,小脆糖,https://www.icloud.com/shortcuts/422504e1e23744bab3b439fba4dd5f98,635,8,9
536,免费应用分发,工具,分发应用,雨霖铃682,https://www.icloud.com/shortcuts/1b99ed37c09b41a3a5eff53f4a1e7ffa,928,8,19
537,微信群出场特效,娱乐,Duang的一下，@你就自带出场特效。你就是微信群中最靓的仔🙈,一个小教程,https://www.icloud.com/shortcuts/386ab5598834464b869ae3f1b1b662ba,3210,8,0
538,钉钉快速打卡,效率,,大灰hurbai,https://www.icloud.com/shortcuts/3ed82c8527ee4d95b589208f926679e8,1027,8,2
539,热点头条Lite,阅读,「简约而不简单」实时热点精选，足不出户即可了解一切！,Marin9090,https://www.icloud.com/shortcuts/a1f71ae340eb41458be82d20f2f3ae47,771,8,12
540,Hi联合新闻 Lite,阅读,集合各大新闻平台，轻触一下即可浏览海量新闻。,寒冰SC,https://www.icloud.com/shortcuts/e713d367240c4f5bbd586f4b4fd8cf1b,933,8,1
541,抖音热搜-音乐榜🎵,音乐,抖音热搜-音乐榜,浥轻尘,https://www.icloud.com/shortcuts/de8201ba3934432e8bbe72ac26589b3e,3758,8,6
542,极光相册宝1.3-最好用的图像类功能集锦,工具,相册中的神器，实现真正的功能集锦！,枫叶1003,https://www.icloud.com/shortcuts/7b705476da1f4d809124622613689088,351,8,0
543,无限制文件发送,效率,,x10,https://www.icloud.com/shortcuts/3bdb551e7fae4537ba97c1b18cd3703e,254,8,0
544,这个字怎么念,效率,遇到不认识的字，问siri,我的名字,https://www.icloud.com/shortcuts/51d47e9bbae24074a6deec94322fa3f6,2079,8,5
545,垃圾分类,工具,"查询垃圾分类。
倡导垃圾分类。环境保护，从小事做起，从身边做起，从你我做起。",iGeniusMac,https://www.icloud.com/shortcuts/f3ecd5e715a74bae82782e7dee3c080e,1191,8,3
546,文件压缩与解压,工具,一款压缩与解压缩的工具类捷径,理查德•帕克,https://www.icloud.com/shortcuts/cb7df58af2f649109c76682eaf9bf197,1172,8,0
547,桌面还能这么玩,工具,桌面还能这么玩，快捷方式、照片墙、课程表，更多使用场景等待你来发掘,黑悟空,https://www.icloud.com/shortcuts/1d33225856564f6396979bceb9222a8a,1810,8,7
548,程序加锁打开,工具,可以给程序加锁。,雨霖铃682,https://www.icloud.com/shortcuts/397c1e4b8d8045ee9ab2916de0671352,926,8,17
549,情景模式,生活,快速设置 WiFi、蓝牙、蜂窝网络的开启状态,pot,https://www.icloud.com/shortcuts/aed35cedd75840efb47e6c90e4b08995,2043,8,3
550,Cronios 后台定时自动运行捷径,效率,学习 Unix 的 Cron 在后台定时运行捷径,Alen,https://www.icloud.com/shortcuts/fe9e6979b47f4100ad8cfb8ed9351e54,456,8,8
551,Emoji表情放大器,娱乐,能将Emoji表情变得特特特特特特别大,小悟空,https://www.icloud.com/shortcuts/df6c94e72b05475997ab3c48e82bb714,467,8,4
552,延时摄影Pro,工具,"雪山背后划过的白云,夜晚车流划出美丽的线条...您只需要一台手机一个脚架,即可拍摄自己的延时摄影!",Marin9090,https://www.icloud.com/shortcuts/9b0dd3f8f5e7413eaa4412e33f5f93c1,967,8,0
553,歌姬——特朗普iOS12--专用版,娱乐,你从未见过这样的特朗普,꧁IT Man꧂,https://www.icloud.com/shortcuts/ea87e3801fbb41df932033b850849cae,224,8,6
554,看看榜单,阅读,各种榜单收录，热搜榜，音乐榜，美食榜等等,Veritas,https://www.icloud.com/shortcuts/b2dcdaf649924c1e92bb39f29adebe67,2415,8,1
555,定时打开捷径,工具,定时打开捷径,顾晨,https://www.icloud.com/shortcuts/1f150d3abdd84c60807d8bd60134e155,288,8,8
556,图片转文字OCR,工具,最快速文字识别,爱因斯坦,https://www.icloud.com/shortcuts/fc38c8c395b34ab6bc695fabfd52db49,1246,8,3
557,批量做头像,工具,可将图片🌠批量裁剪为正方形,小悟空,https://www.icloud.com/shortcuts/6c0fbd325fb444ed83b368e3dec238d3,732,8,3
558,Siri 播报天气,生活,"Siri 播报当天天气情况
支持设定语音（Siri 女声、Siri 男声等）
包含背景音乐",阿里哥哥,https://www.icloud.com/shortcuts/d296bfc83ff74c38bb54ee3fff5db161,1798,8,11
559,查询流量,效率,一键向10086查流量,氵罙,https://www.icloud.com/shortcuts/cd30c1ef0a104adf92d76803a8acce1b,315,8,4
560,花样文字 Lite,娱乐,此捷径可以把文字转换成花҉样҉文҉字҉。命名为 Lite 向 61 的 App 花样文字致敬。,不郑,https://www.icloud.com/shortcuts/545b9bdc5d6348ebb7b21bff872a434f,1663,8,5
561,聋哑人专用-沟通利器,工具,聋哑人专用-沟通利器,乐乐,https://www.icloud.com/shortcuts/ec4ae7786d9044fbb37df2ad008d9591,130,7,3
562,手环 传讯机,工具,用手环撩妹？？,SteSen,https://www.icloud.com/shortcuts/e5a9bfe7b5df4504ba49920cf2941fbc,293,7,0
563,抽奖用机,效率,抽奖是用的,139****9011,https://www.icloud.com/shortcuts/0c511988bcee4122ace88ccb4872e2b6,435,7,1
564,微信竖排文字,社交,可将输入的文字内容，转换为竖排文字，既可以聊天使用，也可以用作朋友圈个性签名,小悟空,https://www.icloud.com/shortcuts/62a7fbfa8ed14e0abf0f39d61d6dcc90,921,7,6
565,王者荣耀代码制作重复名,工具,操作简单 自动+手动 让修改成功率更高,小宇,https://www.icloud.com/shortcuts/321d75c026514af3bae18ac93973bc59,1115,7,7
566,网易云音乐歌单,音乐,【求赞】自定义添加自己喜欢的歌单,大先生,https://www.icloud.com/shortcuts/75820162d1a94252b3b1f71875094945,1971,7,5
567,支付宝到账金额（iOS 12版）,娱乐,捷径来自꧁IT Man꧂ จุ๊บ,雨霖铃682,https://www.icloud.com/shortcuts/003b9dc8eec5493ab329deccb9f8ef5f,1332,7,4
568,最美纪念日,生活,「倒计时+纪念日」生活中，总有一些特别的日子，不能轻易的忘记 ,小悟空,https://www.icloud.com/shortcuts/440e99c789754549ab170246ec7aaeff,864,7,2
569,siri我要点歌（通用版）,音乐,改进了原作者，没有办法文字输入，只能语音输入！已经加入文字输入功能。还需要支持原作者！！！,w王x兴,https://www.icloud.com/shortcuts/ea24e3b5ae1a4f1287323aa3adfa9c94,1262,7,7
570,语句生成 2.3,娱乐,支持一言、骂人宝典、你好污啊、心灵毒鸡汤和墨芳藏头诗,色彩Dmmi,https://www.icloud.com/shortcuts/2456b4799d444ecbb5003d507087b4b2,1643,7,12
571,iPhoneX带壳截图,娱乐,,°°°°°°,https://www.icloud.com/shortcuts/b03d70d79a93425cb06e1f259ccea004,1047,7,0
572,网络切换,工具,一键开关所有网络方便快捷,T.e,https://www.icloud.com/shortcuts/97a94984532e4e008a6cc94a19752b95,674,7,0
573,苹果工具箱,工具,By:Leslie    Wechat:Li_bro   工具版本：2.0,Leslie 　 ༽,https://www.icloud.com/shortcuts/a7228c50afd94f2dbab9d160a8b5d50d,576,7,0
574,多种编程语言代码在线运行,工具,"Golang
Object C
Bash
Ruby
Java
Python3
Python
PHP等",1R,https://www.icloud.com/shortcuts/5a9d4dd2da5d421c843e96545bc0f304,724,7,5
575,地震情报,生活,汇集全球各地地震监测中心的数据,Kim,https://www.icloud.com/shortcuts/98f4001902184c1f87678f281cda9584,483,7,1
576,这个人并不存在,娱乐,通过AI技术合成一张并不存在的人的人脸照,Kim,https://www.icloud.com/shortcuts/ef755c0e21be43cd9a5bc4b1649c58aa,4142,7,5
577,渐变壁纸生成器,娱乐,只需轻点一下，就可生成一张渐变风格的壁纸,小悟空,https://www.icloud.com/shortcuts/8dffe660a517401bac9cf220cc299582,2335,7,5
578,二维码全能王,工具,功能：生码扫码！可将文字网址等转换成二维码并自动加模板美化！支持批量生成！扫码微信QQ支付宝及万能扫,大表哥.1,https://www.icloud.com/shortcuts/a13ea0366c8847e1b5aabcb92b9414ae,574,7,0
579,iPhone震动排水,工具, 注：使用前脱下耳机！！！模仿 Apple watch 的扬声器排水原理，通过发出低频声音排水。,追逐梦想43版本,https://www.icloud.com/shortcuts/1ad30427e0524ee4b31108fca600d133,2287,7,5
580,视频转Gif图 高清版,工具,目前视频转Gif最高清的快捷指令,小悟空,https://www.icloud.com/shortcuts/15711284f9934aa588bf9ea2bf05849a,3270,7,2
581,快速发送短信-支持批量发送,工具,快速发送短信-支持通讯录批量发送,178****1407,https://www.icloud.com/shortcuts/cb09cec528e34923a8279c3b797b6565,197,7,0
582,傻葵举牌,娱乐,根据输入的文字，生成本间向日葵的举牌图片。,greatghoul,https://www.icloud.com/shortcuts/2d3f7700f25f4db99d5d5db375e9f091,326,7,6
583,批量添加［反视觉中国］水印,工具,为照片添加【反】视觉中国 的水印,小建,https://www.icloud.com/shortcuts/924668cd46ca460d8ff613e6b9569040,1554,7,3
584,微信群·消息回复格式,效率,超简洁的消息回复格式器，执行捷径之前要记得先复制！,Donald Z.,https://www.icloud.com/shortcuts/1900afb0bb1a47af8dd4a6bd64468fd5,355,7,0
585,单词查加背,阅读,离线查单词，当天提醒复习，强化单词记忆。,jsm,https://www.icloud.com/shortcuts/798ff24be2e94e6b8fe48c3bf9639234,325,7,3
586,高德导航库,生活,快捷导航，不止于家与公司两点一线之间，更可录入大量常用地址,小悟空,https://www.icloud.com/shortcuts/39a08438f1bb4da0a4f30ec8fa39afd2,1722,7,13
587,照片视频 - GIF 动图相互转换,效率,照片、视频和 GIF 动图等之间的相互转换工具,CB,https://www.icloud.com/shortcuts/6041338fea174bacb386b7b14446fa6f,2462,7,2
588,快速记录到备忘录,效率,快速记录到备忘录,随风,https://www.icloud.com/shortcuts/36d34b2e1b304deaaeb06fc1c8eb3ef8,554,7,6
589,节拍器,生活,节拍器，可以自定义节拍速度和间隔，帮助学习乐器,mappo,https://www.icloud.com/shortcuts/5331e89ea1fd45d69134bf25085b210b,259,7,0
590,翻译助手,工具,攻能强大的翻译捷径支持语音 文字 图片 app store应用分享至捷径翻译  如有疑问留言, ,https://www.icloud.com/shortcuts/7e7ee5a3c8314e9bbb156d8a95624af5,993,7,34
591,劳务报酬计算器,工具,计算劳务报酬的税后所得,61,https://www.icloud.com/shortcuts/ce3468f823bf41f3a7d722d7bbafe88f,1215,7,1
592,远程唤醒电脑WOL,工具,远程唤醒电脑,#0000FF,https://www.icloud.com/shortcuts/cbd2aba756ae4cca97051d15e1319bf5,246,7,3
593,文字转语音助手,工具,将文字转换为可分享的语音文件,小悟空,https://www.icloud.com/shortcuts/ca9aa688649d4f969eaaaab6d6212a25,1247,7,5
594,爱Q生活网捷径版,娱乐,爱Q生活网捷径版，薅羊毛必备，对接网站，每日自动更新,清风不识字,https://www.icloud.com/shortcuts/d39cb0fda95e4319b902e03f3cd8d8a6,1582,7,8
595,口语翻译官,工具,这是一款全新可以把自己说的话翻译出来,有缘人,https://www.icloud.com/shortcuts/2e7dfdfa2d53442d9a73f344e1180205,991,7,2
596,快速出行,效率,地铁，公交，单车，滴滴集合在一起，便捷出行！,云智冷-邓,https://www.icloud.com/shortcuts/56d65900fa3b4ea7a9e6c5e5fb40b31e,1855,7,2
597,官网维修价格查看,工具,Apple 官网实时维修价格查询,iGeniusMac,https://www.icloud.com/shortcuts/a08810d3d7e44a6497361530325708e8,1042,7,0
598,生日提醒,生活,获取系统日历中的生日并提前一周创建提醒事项,131****0168,https://www.icloud.com/shortcuts/8cf0690e0c834035a70347994c517f20,326,7,2
599,iPhone Xs Max带壳截图,工具,iPhone Xs Max带壳截图,TracyYih,https://www.icloud.com/shortcuts/3426f8c622084544b0b9adbc3fda35db,2665,7,4
600,🐤小鸡词典,工具,小鸡词典是一个网络流行语词典。查网络流行语就用「小鸡词典」！【全新 Web UI 上线】,Marin9090,https://www.icloud.com/shortcuts/a8e821a05cb44c1dbe16f96ddd650d91,1868,7,13
601,菜鸟教程,阅读,,花小醉,https://www.icloud.com/shortcuts/2c3ff60e716149429804c0be1ea28923,800,7,9
602,切换手机网络,效率,切换流量，WIFI，飞行模式，关闭蓝牙,Q：2324661666,https://www.icloud.com/shortcuts/0cc97c71aa5a462c8726f3d9ec12c324,2859,7,0
603,美术创作工具,工具,可以为美术爱好者们提供良好的创作环境，随时随地进行创作，功能非常强大！,仙中最靓仔,https://www.icloud.com/shortcuts/e0af80b692ae4cc98cb2899937df31d7,505,7,0
604,网购搜券,生活,搜索淘宝内部优惠券，查询历史价格，防红分享商品,Kim,https://www.icloud.com/shortcuts/7c2b5e0e71034771a3e62b338616fb7d,3087,7,4
605,英语四级词汇闯关小游戏,阅读,考英语四级的就来挑战！每天一小关，考试必过关！ ,chao_H_L,https://www.icloud.com/shortcuts/98379add808b46bfa7a980ce8d37b9a1,945,7,6
606,微信聊天壁纸,社交,选择一张图片，即可制作一张魔性壁纸,小悟空,https://www.icloud.com/shortcuts/35a7b1afc1bb42a6903998d7325c0012,651,7,5
607,iOS12越狱改微信主题工具及教程,工具,iOS12越狱改微信主题工具及教程,@Geek-小白,https://www.icloud.com/shortcuts/b9dbe05ac5844e8290f0266b12613ff1,1011,7,2
608,viewPort,工具,Json 视图详细分支,roXie,https://www.icloud.com/shortcuts/47cfcb1073c044f4820873a2d2f1c73b,248,7,1
609,英译中 Pro,效率,一键查询扇贝，百度，谷歌，有道，微软等软件等翻译结果。选择最优，最适合你的翻译。,TS te,https://www.icloud.com/shortcuts/a4b7f52eaf084e4eb5fb83b65b000587,1579,7,2
610,心灵毒鸡汤,娱乐,只是为了帮你更好的看清人生认识自己，是青少年手机里的必备宝典,Marin9090,https://www.icloud.com/shortcuts/39cd6efd65024ac7896ec02417280c6c,1798,7,3
611,国家百科,阅读,随时了解每个国家信息，并认识国旗。,花小醉,https://www.icloud.com/shortcuts/5710a8545bfe41bc8db9bffd1475bf9f,373,7,0
612,魔性Emoji-连续,娱乐,输入一个「Emoji」表情试试！！,小悟空,https://www.icloud.com/shortcuts/90e4b9ec849a436c8d2287b716ec9009,317,7,2
613,剑走偏锋（去除水印）,效率,拼接图片，让水印打到可以截取的地方,叶枫,https://www.icloud.com/shortcuts/0c77c52c402b47c8b49b1058a7ad04a0,524,7,0
614,屏蔽百家号内容工具,工具,百度搜索关键词的结果百家号的文章太多，可屏蔽百家号,追逐梦想43版本,https://www.icloud.com/shortcuts/65b386ab41714e3c96ccf231e0e0ebe3,914,7,13
615,小日历,生活,创建或查询重要日天数，可查看距离最近节日的天数，点击即可创建当天行程安排或提醒事项,小悟空,https://www.icloud.com/shortcuts/10f01840afa74fe0a2004fb3f2711daf,1849,7,5
616,工作996，生病ICU,娱乐,什么是 996.ICU？工作 996，生病 ICU。【新增马云评996工作制】,Marin9090,https://www.icloud.com/shortcuts/3266864861924c8b8ad4f7e2986fe1c9,290,7,0
617,手环 阅读器,工具,手环还可以看电子书？？还可以自动翻页？还能断点续传！,SteSen,https://www.icloud.com/shortcuts/b7616aed2450481da273c14bc04edd88,261,6,18
618,神回复,娱乐,问：吐槽一下你经历过的最差的消费经历吧。答：花了一百块钱剪了个二百五的头发 性价比还是挺高的,小悟空,https://www.icloud.com/shortcuts/287a9d2e60fc40bd9c11057b37bffc99,1250,6,7
619,telegram语言切换,工具,快速切换telegram语言,离人,https://www.icloud.com/shortcuts/5ad9b093fde84fc1bea390ec72afc156,289,6,9
620,查看源代码,工具,查看网页源代码，并格式化输出。支持关键字搜索，自动换行。,ᴍʀ.ᴢʜᴀᴏ,https://www.icloud.com/shortcuts/c2ae86e89b4c4c848229171f807b6795,624,6,6
621,DJ芒种3D环绕,音乐,DJ3D环绕芒种,变量,https://www.icloud.com/shortcuts/7c9c3eb312e248a592b5864ceeba28b3,947,6,0
622,调整图片大小,工具,快速调整图像大小，可用于应急解决上传图片尺寸限制问题,Johnson Lee,https://www.icloud.com/shortcuts/87d5341173df46f7b182e65abd4026f3,535,6,2
623,QQ音乐,音乐,QQ音乐！！！其他应用请自觉离开🚫,钢铁侠,https://www.icloud.com/shortcuts/d45bc0c22c44486485b2ba8fb6566ad4,1860,6,2
624,作者助手,工具,快速发布和更新捷径。,花小醉,https://www.icloud.com/shortcuts/0eaa9d0897b941c094330ca161260961,398,6,0
625,一刻·专注（原番茄工作法丨学习计时器）,效率,番茄工作法丨学习计时器丨专注白噪音🍅,谨慎谦虚,https://www.icloud.com/shortcuts/b00dd94917e74c85bb7ea18bf12def24,851,6,2
626,斗图啦,阅读,为颇具人气的「斗图啦」适配了iOS13，只为你更好的找到满意的「斗图表情包」,小悟空,https://www.icloud.com/shortcuts/995467f725b044e08eba329d8d86f7c2,1300,6,3
627,车来了公交查询与收藏 ｜优化版,生活,公交 查询,某某某的某某某,https://www.icloud.com/shortcuts/b222a37fb91344e2b8da917548bbcd98,1168,6,10
628,AlarmCuts,工具,一款可以制作闹钟/铃声的捷径,Nicolas-kings,https://www.icloud.com/shortcuts/bde12222db794e44a7970b7537048455,984,6,4
629,3Dexerciser,娱乐,拾起你的记忆，改变你的视力。,Antcuts 蚂蚁捷径,https://www.icloud.com/shortcuts/6f181c6e945c4af4aa461c924beedaa7,670,6,3
630,抱抱menhera酱😘   （侵删）,娱乐,从官网免费、各版次分类收集menhera酱,x10,https://www.icloud.com/shortcuts/0d1f40146b6849608e7ae6cc31eda56e,257,6,0
631,网易云热评音乐（边看边听）,音乐,【求赞】新创4种模式：边听边看热评、保存歌曲、打开歌手歌单、连续随机热评歌曲播放,大先生,https://www.icloud.com/shortcuts/4d4c5355b5294038b80518063868202d,984,6,0
632,微信聊天背景生成iphonex,效率,微信聊天背景生成,73.,https://www.icloud.com/shortcuts/9560f77cfe854d189850e7ec8ea09237,777,6,3
633,（iOS 13）Cydia 源下载器,工具,快速搜索下载 Cydia 源软件包。,i_82 | 吴征,https://www.icloud.com/shortcuts/f2d3d64403494c239fa6490be8bd51d9,639,6,7
634, Apple Card,娱乐,拥有你的新 Card,Antcuts 蚂蚁捷径,https://www.icloud.com/shortcuts/660600ef6c4448cea56fc4a4e9563656,596,6,4
635,查询用户关注的贴吧,工具,本工具可查询贴吧用户关注的贴吧，无视用户隐私设置。,清风不识字,https://www.icloud.com/shortcuts/0e52bb4cb9d842ec963627ed44f7c3c6,351,6,8
636,紧急发送位置,工具,发送地理位置文本短信并拨打指定电话,157****0274,https://www.icloud.com/shortcuts/4f690ff6d83a4dccaf0d902b3128ce9a,125,6,1
637,照片在哪拍的,生活,选择照片即可获取照片的拍摄地点,Norman,https://www.icloud.com/shortcuts/df6af9202e83456681108d3f5c407a03,746,6,1
638,Hairdresser,工具,iPhone X剪头发，无需网络，多种样式，一键生成,Antcuts 蚂蚁捷径,https://www.icloud.com/shortcuts/a63ed181e6844f0d87a9e89a4a1185e3,420,6,4
639,换区 new,效率,,差不多,https://www.icloud.com/shortcuts/09abf5b0e8434fceada184073902eb79,684,6,3
640,越狱工具箱,工具,越狱工具箱🧰,SULI苏黎,https://www.icloud.com/shortcuts/7362f020f64f44688530c1055286953a,1335,6,2
641,iPhone 究竟有什么能耐,阅读,"从 Apple 官网获取数据。
介绍 iPhone 的特色功能和不为人知的技巧。
",iGeniusMac,https://www.icloud.com/shortcuts/49c3b0f643ad4d05afb3c342bc5f82f9,1909,6,0
642,过滤器转重写,工具,详细操作请看演示视频，只支持分开响应头。,花小醉,https://www.icloud.com/shortcuts/5345d9b6a489464f9986c5832c775e45,437,6,6
643,四象限时间管理,生活,四象限法则是时间管理理论的一个重要观念，公认较为高效的时间管理方法。,Kim,https://www.icloud.com/shortcuts/9f2ff079737241a1b08344e0a913d769,272,6,1
644,无损压缩图片 tinypng,工具,"无损压缩相册中图片
基于tinypng",1R,https://www.icloud.com/shortcuts/7958793171eb4018b59d3a55457e7ed5,289,6,0
645,调整图片分辨率,工具,使用这个快捷指令，可帮你轻松调整图片分辨率,小悟空,https://www.icloud.com/shortcuts/3fb98eb2a10c4a048e314048b9dfda73,2273,6,0
646,念佛诵经,阅读,为佛教信仰的人，制作了一个念佛用的捷径,176****8364,https://www.icloud.com/shortcuts/1e0f842e384740a68d426f9d89b177f4,266,6,3
